,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
442,336,Vasilije Micić,PG,30,OKC,30,361,8.0,.498,.495,.209,0.3,7.1,3.9,25.8,1.2,0.8,22.6,15.5,-0.2,0.3,0.1,.015,-3.9,-1.6,-5.5,-0.3,2024
443,336,Vasilije Micić,PG,30,CHO,24,675,12.5,.538,.369,.199,2.1,6.8,4.4,33.2,1.3,0.4,17.6,20.4,0.1,0.2,0.3,.022,-1.6,-2.2,-3.8,-0.3,2024
444,337,Khris Middleton,SF,32,MIL,50,1353,17.0,.591,.390,.186,3.1,16.2,9.8,28.4,1.6,0.9,14.7,23.9,1.8,1.3,3.0,.108,1.1,-0.1,1.0,1.0,2024
445,338,Brandon Miller,SF,21,CHO,69,2226,12.6,.543,.448,.149,2.9,12.5,7.5,11.6,1.4,1.6,10.0,23.9,-0.7,1.2,0.5,.010,-1.2,-1.6,-2.9,-0.5,2024
446,339,Jordan Miller,SF,24,LAC,8,28,14.1,.658,.222,.222,13.3,8.2,10.6,0.0,0.0,0.0,9.2,17.2,0.1,0.0,0.1,.111,0.4,-4.3,-3.9,0.0,2024
447,340,Leonard Miller,SF,20,MIN,12,38,27.2,.769,.308,.000,6.6,32.5,20.2,29.8,2.6,2.3,7.1,16.4,0.2,0.1,0.3,.345,5.6,5.9,11.5,0.1,2024
448,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
449,341,Dariq Whitehead,SF,19,BRK,2,24,4.9,.255,.600,.400,0.0,19.5,9.4,15.5,0.0,3.8,0.0,10.6,0.0,0.0,0.0,-0.030,-5.4,-2.5,-7.9,0.0,2024
450,342,Patty Mills,PG,35,TOT,30,396,7.4,.469,.653,.073,2.5,7.5,4.9,11.3,2.5,0.2,11.1,15.8,-0.3,0.3,0.1,.007,-5.0,0.5,-4.5,-0.2,2024
451,342,Patty Mills,PG,35,ATL,19,202,6.6,.500,.667,.000,2.7,8.7,5.6,8.7,2.2,0.4,13.6,12.2,-0.1,0.1,0.0,.009,-4.2,0.4,-3.8,-0.1,2024
452,342,Patty Mills,PG,35,MIA,11,194,8.2,.448,.644,.123,2.4,6.2,4.2,14.1,2.9,0.0,9.4,19.6,-0.2,0.2,0.0,.005,-5.9,0.7,-5.2,-0.2,2024
453,343,Shake Milton,SG,27,TOT,48,581,9.3,.499,.328,.251,2.8,11.9,7.5,14.4,1.6,0.9,12.5,18.8,-0.2,0.8,0.6,.048,-4.3,0.6,-3.7,-0.2,2024
454,343,Shake Milton,SG,27,MIN,38,491,8.3,.496,.331,.275,1.8,10.1,6.1,14.0,1.6,0.9,13.5,18.7,-0.3,0.7,0.4,.040,-4.8,0.6,-4.2,-0.3,2024
455,343,Shake Milton,SG,27,DET,4,63,14.5,.494,.346,.115,12.4,20.0,16.1,14.0,1.5,1.4,9.9,20.5,0.0,0.1,0.1,.046,0.2,0.1,0.3,0.0,2024
456,343,Shake Milton,SG,27,NYK,6,27,13.9,.557,.222,.222,0.0,26.3,13.1,20.9,1.9,0.0,0.0,15.8,0.1,0.0,0.1,.202,-5.8,2.2,-3.6,0.0,2024
457,344,Justin Minaya,SF,24,POR,28,216,5.2,.382,.634,.195,7.0,10.2,8.5,5.5,1.4,2.9,13.6,10.2,-0.2,0.2,0.0,-0.011,-5.0,-0.8,-5.9,-0.2,2024
458,345,Josh Minott,SF,21,MIN,27,77,18.8,.569,.276,.483,4.9,16.0,10.7,9.5,3.2,5.8,5.4,21.4,0.1,0.2,0.3,.197,-0.7,3.8,3.0,0.1,2024
459,346,Davion Mitchell,PG,25,SAC,66,958,9.4,.569,.491,.129,1.9,8.0,4.9,15.4,0.8,0.3,11.4,14.5,0.7,0.5,1.2,.060,-2.4,-1.1,-3.5,-0.4,2024
460,347,Donovan Mitchell,SG,27,CLE,52,1833,22.2,.597,.451,.295,2.8,14.1,8.6,28.3,2.5,1.3,11.1,31.8,3.4,2.6,6.0,.157,4.6,1.2,5.8,3.6,2024
461,348,Evan Mobley,PF,22,CLE,45,1386,20.6,.634,.098,.311,8.9,27.8,18.5,16.1,1.4,4.3,12.5,20.8,2.6,2.5,5.1,.178,1.1,2.2,3.3,1.8,2024
462,349,Isaiah Mobley,PF,24,CLE,7,52,6.2,.462,.538,.000,0.0,13.3,6.8,15.0,1.0,0.0,7.1,12.0,0.0,0.0,0.0,.042,-4.9,-1.0,-5.9,-0.1,2024
463,350,Malik Monk,SG,25,SAC,72,1872,15.9,.564,.474,.230,1.7,11.6,6.5,28.7,1.2,1.9,13.2,26.0,1.7,1.5,3.3,.083,1.5,-1.0,0.5,1.1,2024
464,351,Moses Moody,SG,21,GSW,60,1044,14.2,.586,.482,.215,6.7,12.9,9.8,6.3,1.8,2.0,8.7,18.6,1.2,1.0,2.2,.103,0.1,0.2,0.4,0.6,2024
465,352,Xavier Moon,SG,29,LAC,9,37,5.2,.370,.357,.143,6.7,9.3,8.0,25.4,1.4,2.4,21.2,22.6,-0.1,0.0,-0.1,-0.114,-6.9,-2.5,-9.4,-0.1,2024
466,353,Taze Moore,SG,25,POR,3,10,14.3,.600,.400,.000,0.0,0.0,0.0,19.4,4.9,0.0,16.7,25.7,0.0,0.0,0.0,.020,-4.6,1.7,-2.9,0.0,2024
467,354,Wendell Moore Jr.,SG,22,MIN,20,61,8.0,.462,.308,.000,0.0,18.4,9.7,8.7,4.1,1.5,18.8,11.6,-0.1,0.1,0.1,.050,-6.9,4.3,-2.6,0.0,2024
468,355,Ja Morant,PG,24,MEM,9,318,20.5,.570,.300,.376,2.0,16.2,8.9,42.4,1.1,1.5,12.0,30.5,0.5,0.3,0.8,.119,2.7,0.4,3.1,0.4,2024
469,356,Marcus Morris,PF,34,TOT,46,781,10.3,.562,.456,.167,3.0,16.0,9.4,6.2,1.0,1.5,9.4,16.6,0.3,0.7,1.0,.061,-2.2,-1.2,-3.4,-0.3,2024
470,356,Marcus Morris,PF,34,PHI,37,637,10.6,.559,.439,.176,3.2,16.5,9.7,5.7,1.0,1.6,7.9,16.3,0.3,0.6,0.9,.068,-2.3,-1.2,-3.5,-0.2,2024
471,356,Marcus Morris,PF,34,CLE,9,144,9.2,.574,.532,.128,2.5,13.6,8.2,8.7,0.7,1.2,15.3,18.1,-0.1,0.1,0.1,.027,-1.8,-1.4,-3.2,0.0,2024
472,357,Markieff Morris,PF,34,DAL,22,173,7.4,.502,.630,.074,2.6,17.5,10.1,8.8,1.4,0.5,15.2,16.3,-0.2,0.2,0.0,.000,-3.5,-1.3,-4.8,-0.1,2024
473,358,Monte Morris,PG,28,TOT,27,401,13.4,.505,.439,.129,1.8,10.7,6.4,20.7,2.2,1.3,4.1,15.9,0.4,0.6,1.0,.123,-1.2,1.6,0.4,0.2,2024
474,358,Monte Morris,PG,28,DET,6,68,8.5,.398,.333,.061,3.3,16.9,10.0,17.4,0.7,1.3,5.6,22.5,-0.1,0.0,-0.1,-0.064,-4.7,-2.3,-7.0,-0.1,2024
475,358,Monte Morris,PG,28,MIN,21,333,14.4,.540,.475,.152,1.5,9.4,5.7,21.4,2.6,1.3,3.6,14.6,0.5,0.6,1.1,.162,-0.5,2.4,1.9,0.3,2024
476,359,Trey Murphy III,SF,23,NOP,51,1460,15.8,.599,.717,.239,2.7,15.8,9.4,10.1,1.4,1.8,4.8,18.8,2.5,1.9,4.4,.144,2.2,0.0,2.2,1.6,2024
477,360,Dejounte Murray,SG,27,ATL,74,2637,17.9,.558,.379,.180,2.3,15.0,8.4,27.4,1.9,0.8,11.2,26.7,3.2,1.5,4.7,.086,2.3,-0.6,1.7,2.5,2024
478,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
479,361,Jamal Murray,PG,26,DEN,54,1733,20.1,.578,.336,.191,2.7,12.4,7.6,31.3,1.5,1.6,10.4,27.7,3.3,1.7,5.1,.141,4.0,-0.5,3.5,2.4,2024
480,362,Keegan Murray,SF,23,SAC,71,2365,13.3,.576,.513,.132,4.4,14.2,9.2,6.8,1.5,2.0,6.1,18.0,2.3,2.3,4.6,.093,-0.5,-0.6,-1.1,0.5,2024
481,363,Kris Murray,SF,23,POR,56,1126,9.0,.482,.493,.148,5.8,12.8,9.1,9.0,2.2,1.4,12.4,13.8,-0.4,1.0,0.6,.025,-3.5,0.1,-3.5,-0.4,2024
482,364,Mike Muscala,C,32,TOT,48,556,7.9,.476,.635,.162,6.8,16.4,11.5,7.8,0.8,2.0,10.7,13.6,-0.2,0.3,0.1,.012,-3.7,-1.4,-5.0,-0.4,2024
483,364,Mike Muscala,C,32,WAS,24,338,7.7,.481,.567,.222,7.1,17.9,12.4,8.2,0.7,1.7,13.9,14.4,-0.2,0.1,0.0,-0.006,-4.5,-1.7,-6.2,-0.4,2024
484,364,Mike Muscala,C,32,DET,13,171,8.9,.492,.773,.091,6.5,12.8,9.6,7.6,0.8,2.5,4.2,11.9,0.1,0.1,0.2,.051,-1.7,-0.5,-2.2,0.0,2024
485,364,Mike Muscala,C,32,OKC,11,47,6.2,.393,.643,.000,5.2,19.0,12.4,5.2,1.0,2.0,6.7,13.9,-0.1,0.1,0.0,-0.004,-5.4,-1.8,-7.3,-0.1,2024
486,365,Svi Mykhailiuk,SF,26,BOS,35,299,9.6,.520,.825,.072,3.1,9.8,6.6,10.2,1.7,0.0,8.3,15.9,0.1,0.4,0.5,.074,-2.3,-0.4,-2.7,-0.1,2024
487,366,Larry Nance Jr.,C,31,NOP,57,1114,14.8,.662,.275,.248,8.9,19.8,14.4,10.9,2.4,1.6,15.1,11.1,1.9,1.8,3.7,.161,-0.1,2.1,2.0,1.1,2024
488,367,Pete Nance,PF,23,CLE,5,12,-8.6,.000,.000,1.000,0.0,19.2,9.8,0.0,0.0,0.0,0.0,10.7,-0.1,0.0,-0.1,-0.231,-14.2,-4.6,-18.8,-0.1,2024
489,368,Andrew Nembhard,PG,24,IND,63,1559,11.4,.571,.318,.104,2.6,7.1,4.8,20.3,1.8,0.3,15.6,16.4,1.1,0.7,1.7,.053,-1.7,-0.6,-2.3,-0.1,2024
490,369,Aaron Nesmith,SF,24,IND,67,1851,12.8,.627,.530,.207,3.7,12.2,7.9,6.7,1.6,2.0,8.3,16.0,2.4,1.2,3.6,.095,-0.3,-0.2,-0.5,0.7,2024
491,370,Georges Niang,PF,30,CLE,77,1727,9.9,.580,.624,.097,1.5,16.3,9.1,7.6,0.8,0.9,9.9,17.8,0.4,1.8,2.2,.061,-2.6,-0.3,-3.0,-0.4,2024
492,371,Daishen Nix,PG,21,MIN,13,46,11.1,.463,.682,.182,0.0,4.9,2.6,15.9,5.4,0.0,11.2,25.8,-0.1,0.1,0.0,.001,-4.3,2.3,-2.0,0.0,2024
493,372,Zeke Nnaji,PF,23,DEN,53,522,12.4,.522,.154,.434,13.5,12.0,12.8,7.2,1.3,6.0,14.3,15.9,0.3,0.7,0.9,.086,-3.9,0.1,-3.8,-0.2,2024
494,373,Jaylen Nowell,SG,24,MEM,9,156,6.7,.453,.418,.055,2.1,8.3,5.1,15.7,0.9,0.0,8.2,17.0,-0.1,0.1,0.0,-0.010,-5.9,-1.5,-7.4,-0.2,2024
495,374,Markquis Nowell,SG,24,TOR,1,4,55.2,.532,.000,2.000,56.2,0.0,28.7,57.0,12.2,0.0,0.0,20.2,0.0,0.0,0.1,.661,29.0,14.2,43.3,0.0,2024
496,375,Frank Ntilikina,PG,25,CHO,5,43,0.1,.253,.889,.222,2.5,13.7,7.9,11.5,0.0,0.0,9.2,11.2,-0.1,0.0,-0.1,-0.095,-10.1,-3.4,-13.5,-0.1,2024
497,376,Jusuf Nurkić,C,29,PHO,71,1939,17.4,.560,.149,.416,13.3,31.5,23.0,19.0,1.7,3.4,18.3,19.4,1.8,3.5,5.2,.129,-1.0,1.6,0.6,1.3,2024
498,377,Jordan Nwora,SF,25,TOT,47,638,13.4,.558,.442,.182,4.1,19.5,11.6,12.3,1.9,1.4,13.9,22.6,-0.2,0.5,0.4,.027,-1.5,-1.6,-3.1,-0.2,2024
499,377,Jordan Nwora,SF,25,IND,18,183,12.3,.541,.439,.134,5.0,15.9,10.5,12.8,1.6,0.4,12.1,22.7,0.0,0.1,0.1,.027,-1.8,-2.2,-4.1,-0.1,2024
500,377,Jordan Nwora,SF,25,TOR,29,455,13.8,.565,.444,.203,3.7,20.9,12.1,12.1,2.0,1.7,14.7,22.5,-0.1,0.4,0.3,.027,-1.4,-1.3,-2.7,-0.1,2024
501,378,Royce O'Neale,SF,30,TOT,73,1810,11.2,.555,.782,.062,3.6,18.3,10.9,15.0,1.4,2.0,12.0,14.0,1.2,1.9,3.2,.084,-0.9,1.0,0.1,0.9,2024
502,378,Royce O'Neale,SF,30,BRK,49,1202,10.4,.544,.815,.068,3.4,17.8,10.4,15.3,1.3,2.2,13.2,13.9,0.5,1.2,1.7,.068,-1.5,0.8,-0.7,0.4,2024
503,378,Royce O'Neale,SF,30,PHO,24,608,12.9,.576,.720,.051,3.8,19.4,12.0,14.5,1.7,1.6,9.6,14.1,0.7,0.8,1.4,.114,0.3,1.2,1.5,0.5,2024
504,379,Chuma Okeke,SF,25,ORL,43,421,7.1,.468,.734,.064,5.0,17.0,11.0,6.1,1.1,1.5,11.8,13.2,-0.3,0.6,0.3,.036,-3.1,-0.1,-3.2,-0.1,2024
505,380,Josh Okogie,SG,25,PHO,56,949,11.8,.549,.458,.502,9.3,8.9,9.1,8.5,2.4,2.1,12.4,12.9,0.9,1.1,2.0,.101,-1.4,0.8,-0.7,0.3,2024
506,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
507,381,Onyeka Okongwu,C,23,ATL,55,1405,16.9,.674,.189,.318,11.3,19.3,15.1,7.2,0.9,3.8,9.8,13.7,3.5,1.0,4.5,.152,0.1,-0.4,-0.4,0.6,2024
508,382,Isaac Okoro,SF,23,CLE,65,1781,11.3,.594,.447,.265,4.4,8.4,6.5,9.6,1.5,1.7,9.5,14.2,1.8,1.9,3.7,.100,-1.9,0.9,-1.1,0.4,2024
509,383,Kelly Olynyk,C,32,TOT,73,1610,17.2,.655,.314,.346,7.1,19.1,13.1,28.3,2.1,1.6,20.9,17.5,3.1,1.3,4.3,.129,0.7,1.2,1.9,1.6,2024
510,383,Kelly Olynyk,C,32,UTA,50,1019,17.3,.677,.326,.368,7.1,21.0,14.1,29.5,1.8,1.1,21.3,15.7,2.4,0.7,3.1,.146,1.3,1.3,2.7,1.2,2024
511,383,Kelly Olynyk,C,32,TOR,23,591,17.2,.625,.298,.318,7.0,15.9,11.4,26.4,2.6,2.5,20.4,20.6,0.7,0.6,1.2,.101,-0.3,0.9,0.6,0.4,2024
512,384,Eugene Omoruyi,SF,26,WAS,38,308,15.5,.532,.252,.305,10.3,16.7,13.4,13.2,3.5,0.8,10.8,22.9,0.1,0.3,0.4,.063,-3.0,0.1,-2.9,-0.1,2024
513,385,Cedi Osman,SF,28,SAS,72,1269,11.2,.601,.576,.135,2.1,13.7,7.8,13.0,1.4,0.7,10.4,15.1,0.9,0.9,1.8,.068,-1.7,-0.4,-2.1,0.0,2024
514,386,Kelly Oubre Jr.,SF,28,PHI,63,1898,13.4,.535,.370,.258,5.2,13.6,9.3,7.0,1.9,2.0,8.3,22.3,0.4,2.1,2.5,.062,-1.6,-0.8,-2.4,-0.2,2024
515,387,Chris Paul,PG,38,GSW,52,1357,15.1,.551,.447,.121,1.5,15.3,8.4,33.6,2.1,0.2,12.7,15.5,2.6,1.4,4.0,.141,0.2,1.2,1.4,1.2,2024
516,388,Cameron Payne,PG,29,TOT,73,1207,13.1,.575,.544,.148,1.8,8.4,5.1,21.8,1.5,0.7,11.2,19.4,1.4,0.8,2.3,.091,-0.3,-0.8,-1.0,0.3,2024
517,388,Cameron Payne,PG,29,MIL,47,702,12.6,.603,.590,.198,0.8,9.1,5.1,20.5,1.5,0.4,11.4,16.8,1.1,0.5,1.5,.106,-1.0,-0.5,-1.5,0.1,2024
518,388,Cameron Payne,PG,29,PHI,26,505,13.8,.548,.500,.100,3.1,7.3,5.2,23.5,1.4,1.1,11.1,23.2,0.4,0.4,0.7,.069,0.7,-1.2,-0.4,0.2,2024
519,389,Gary Payton II,SG,31,GSW,41,626,13.7,.602,.298,.119,8.4,11.0,9.7,9.3,3.0,2.2,12.4,13.6,0.7,0.8,1.5,.115,-1.4,2.3,0.9,0.5,2024
520,390,Mãozinha Pereira,SF,23,MEM,5,55,15.3,.495,.313,.313,15.8,19.2,17.4,2.7,3.6,5.1,9.9,15.8,0.0,0.1,0.1,.102,-2.8,0.7,-2.1,0.0,2024
521,391,Drew Peterson,PF,24,BOS,1,3,43.7,1.500,1.000,.000,0.0,0.0,0.0,58.2,0.0,0.0,0.0,14.5,0.0,0.0,0.0,.746,28.5,13.4,41.9,0.0,2024
522,392,Filip Petrušev,C,23,TOT,3,10,5.1,.521,.000,1.000,0.0,11.6,5.7,0.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,.025,-4.7,-3.3,-8.0,0.0,2024
523,392,Filip Petrušev,C,23,PHI,1,3,4.2,,,,0.0,38.6,19.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.059,-3.0,-2.0,-5.0,0.0,2024
524,392,Filip Petrušev,C,23,SAC,2,7,5.5,.521,.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,.010,-5.4,-3.9,-9.4,0.0,2024
525,393,Julian Phillips,SF,20,CHI,40,323,7.0,.521,.494,.247,4.2,8.7,6.4,5.3,1.1,2.2,10.5,13.0,0.0,0.2,0.2,.030,-4.7,-0.6,-5.3,-0.3,2024
526,394,Jalen Pickett,SG,24,DEN,24,116,8.2,.561,.697,.121,1.1,11.0,6.2,19.6,1.3,0.0,20.6,16.6,0.0,0.1,0.1,.034,-3.5,-1.1,-4.6,-0.1,2024
527,395,Scotty Pippen Jr.,PG,23,MEM,15,345,14.4,.595,.395,.342,3.5,10.9,7.0,28.2,2.9,2.2,20.6,20.7,0.1,0.4,0.6,.079,-1.2,1.2,0.0,0.2,2024
528,396,Mason Plumlee,C,33,LAC,40,569,16.7,.657,.008,.707,11.3,29.0,20.5,10.1,1.0,2.4,14.8,14.7,1.2,0.7,1.9,.161,-0.5,0.3,-0.2,0.3,2024
529,397,Brandin Podziemski,SG,20,GSW,68,1814,12.7,.530,.396,.138,6.9,17.6,12.3,18.1,1.6,0.6,12.5,15.5,1.7,1.8,3.5,.092,-0.7,0.5,-0.3,0.8,2024
530,398,Jakob Poeltl,C,28,TOR,50,1319,18.8,.653,.000,.283,12.5,25.2,18.7,14.0,1.3,5.0,15.3,16.4,2.3,1.4,3.7,.135,-0.4,1.0,0.6,0.9,2024
531,399,Aleksej Pokusevski,PF,22,TOT,22,290,11.7,.478,.464,.333,5.7,17.3,11.4,12.7,2.2,2.9,11.1,16.5,-0.1,0.3,0.2,.038,-2.3,0.5,-1.8,0.0,2024
532,399,Aleksej Pokusevski,PF,22,OKC,10,60,2.6,.338,.688,.250,4.0,14.9,9.7,9.8,0.8,1.5,14.5,15.1,-0.1,0.1,-0.1,-0.068,-7.7,-2.3,-10.0,-0.1,2024
533,399,Aleksej Pokusevski,PF,22,CHO,12,230,14.0,.509,.412,.353,6.2,17.9,11.8,13.4,2.6,3.3,10.3,16.8,0.1,0.3,0.3,.066,-0.8,1.2,0.4,0.1,2024
534,400,Jordan Poole,SG,24,WAS,75,2237,11.8,.528,.474,.188,1.4,8.7,5.0,20.6,1.8,0.9,13.0,26.4,-1.7,0.8,-0.9,-0.019,-2.3,-1.8,-4.1,-1.2,2024
535,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
536,401,Craig Porter Jr.,PG,23,CLE,48,636,15.6,.565,.150,.248,4.0,15.4,9.8,26.7,1.6,2.0,14.9,20.6,0.6,0.8,1.4,.105,-0.5,1.1,0.5,0.4,2024
537,402,Jontay Porter,PF,24,TOR,26,360,14.9,.514,.577,.173,8.1,18.3,13.1,21.7,2.7,4.9,15.8,15.9,0.2,0.4,0.6,.086,-0.3,1.9,1.6,0.3,2024
538,403,Michael Porter Jr.,SF,25,DEN,76,2420,15.7,.604,.515,.102,5.1,21.2,13.3,6.7,0.8,1.8,7.6,20.8,3.0,2.7,5.7,.114,1.4,-1.1,0.3,1.4,2024
539,404,Otto Porter Jr.,SF,30,TOR,15,174,8.8,.568,.697,.091,3.9,15.5,9.6,5.8,1.4,2.5,5.5,9.0,0.1,0.1,0.2,.069,-3.5,0.3,-3.3,-0.1,2024
540,405,Bobby Portis,PF,28,MIL,76,1846,16.9,.573,.272,.143,8.1,25.9,17.2,7.4,1.6,1.4,8.1,22.7,1.7,2.3,4.0,.105,-0.4,-1.0,-1.4,0.3,2024
541,406,Kristaps Porziņģis,C,28,BOS,54,1613,23.0,.647,.391,.398,6.6,18.7,12.9,10.1,1.1,5.6,9.1,25.2,4.5,2.9,7.5,.222,3.5,1.5,5.0,2.8,2024
542,407,Micah Potter,PF,25,UTA,12,127,10.5,.762,.619,.143,4.5,19.4,12.0,2.0,0.4,1.4,11.8,8.4,0.2,0.0,0.2,.081,-0.2,-1.6,-1.8,0.0,2024
543,408,Dwight Powell,C,32,DAL,60,780,14.4,.723,.020,.870,12.6,15.4,14.0,12.3,1.4,2.1,17.8,9.3,2.1,0.8,2.9,.177,-1.0,0.8,-0.2,0.4,2024
544,409,Norman Powell,SG,30,LAC,72,1888,14.3,.633,.497,.232,1.0,10.3,5.8,6.1,1.1,1.1,7.4,20.2,2.8,1.1,3.9,.100,0.6,-1.3,-0.7,0.6,2024
545,410,Jason Preston,PG,24,UTA,4,30,9.6,.333,.000,.000,11.4,15.0,13.2,29.0,1.6,0.0,25.0,11.2,0.0,0.0,0.0,.008,-2.5,-0.7,-3.2,0.0,2024
546,411,Joshua Primo,SG,21,LAC,2,10,-12.8,.333,.333,.000,12.4,0.0,6.0,0.0,0.0,9.0,57.1,31.0,-0.1,0.0,-0.1,-0.598,-16.8,-8.3,-25.1,-0.1,2024
547,412,Taurean Prince,PF,29,LAL,73,1999,8.8,.577,.630,.119,1.2,10.9,6.3,7.4,1.3,1.5,10.3,13.7,0.2,1.5,1.8,.043,-2.7,-0.1,-2.8,-0.4,2024
548,413,Payton Pritchard,PG,26,BOS,76,1647,14.0,.581,.632,.096,4.6,11.3,8.1,19.0,1.0,0.3,8.6,16.3,3.2,1.8,5.0,.146,0.6,-0.1,0.5,1.1,2024
549,414,Olivier-Maxence Prosper,PF,21,DAL,36,264,10.6,.461,.453,.453,8.6,18.7,13.6,9.4,0.9,1.0,5.3,15.5,0.1,0.2,0.4,.066,-2.4,-1.2,-3.6,-0.1,2024
550,415,Trevelin Queen,SG,26,ORL,13,163,8.3,.462,.447,.316,2.2,11.7,6.9,14.7,2.1,2.8,13.9,13.5,-0.1,0.3,0.2,.058,-4.7,1.4,-3.3,0.0,2024
551,416,Neemias Queta,C,24,BOS,26,296,19.8,.636,.000,.289,17.7,21.6,19.8,6.4,1.8,4.5,9.7,15.2,0.8,0.6,1.4,.231,-0.6,0.8,0.1,0.2,2024
552,417,Immanuel Quickley,PG-SG,24,TOT,64,1849,16.1,.570,.481,.250,0.9,13.7,7.2,23.5,1.2,0.4,8.8,23.6,2.9,1.1,4.0,.104,1.8,-1.0,0.8,1.3,2024
553,417,Immanuel Quickley,SG,24,NYK,30,720,17.1,.598,.484,.281,0.8,11.8,6.3,16.0,1.1,0.4,7.6,24.5,1.6,0.6,2.2,.149,2.7,-0.2,2.5,0.8,2024
554,417,Immanuel Quickley,PG,24,TOR,34,1129,15.5,.551,.479,.229,1.0,14.9,7.8,28.3,1.3,0.5,9.6,23.0,1.3,0.5,1.8,.075,1.2,-1.5,-0.3,0.5,2024
555,418,Lester Quinones,SG,23,GSW,34,373,10.4,.540,.630,.213,6.1,15.1,10.6,11.5,0.8,0.5,10.3,17.6,0.3,0.3,0.5,.068,-1.9,-1.0,-2.9,-0.1,2024
556,419,Jahmi'us Ramsey,SG,22,TOR,7,121,10.6,.538,.537,.146,3.7,17.5,10.4,9.1,2.8,0.0,13.8,18.0,-0.1,0.1,0.0,.019,-3.9,-0.6,-4.5,-0.1,2024
557,420,Julius Randle,PF,29,NYK,46,1630,18.9,.569,.292,.361,7.1,23.5,15.3,22.9,0.8,0.7,14.1,30.0,1.9,1.9,3.8,.112,2.2,-0.2,1.9,1.6,2024
558,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
559,421,Duop Reath,C,27,POR,62,1118,15.0,.580,.497,.183,8.1,15.2,11.4,9.0,1.3,2.8,9.4,20.7,1.2,1.0,2.2,.093,-0.3,-0.8,-1.1,0.3,2024
560,422,Austin Reaves,SG,25,LAL,77,2472,15.7,.612,.440,.294,2.7,12.7,8.0,24.1,1.2,0.8,14.0,20.4,3.7,1.8,5.5,.107,0.9,-0.4,0.5,1.6,2024
561,423,Cam Reddish,SF,24,LAL,46,961,7.8,.506,.474,.237,3.3,8.2,5.9,6.0,2.4,1.3,11.0,12.8,-0.3,0.9,0.6,.028,-4.1,1.0,-3.1,-0.3,2024
562,424,Paul Reed,C,24,PHI,77,1479,17.3,.580,.122,.185,13.6,21.3,17.4,9.2,2.0,5.0,11.1,15.8,2.3,2.3,4.6,.148,-0.7,0.7,0.0,0.8,2024
563,425,Naz Reid,C,24,MIN,75,1809,16.3,.601,.486,.167,4.8,19.6,12.6,8.4,1.5,3.3,10.6,23.0,1.3,3.5,4.8,.127,0.7,1.1,1.8,1.7,2024
564,426,Jared Rhoden,SG,24,DET,11,112,8.9,.617,.440,.160,2.0,15.4,8.6,9.7,0.4,4.6,18.3,12.4,0.0,0.1,0.1,.041,-3.4,0.5,-2.8,0.0,2024
565,427,Nick Richards,C,26,CHO,64,1702,16.7,.713,.003,.486,10.8,24.8,17.5,4.4,0.7,4.1,13.6,13.2,3.5,1.5,5.0,.141,-1.6,-0.7,-2.3,-0.1,2024
566,428,Josh Richardson,SG,30,MIA,43,1103,11.5,.573,.548,.156,1.9,11.2,6.4,13.9,1.1,1.2,8.9,16.5,0.9,1.2,2.1,.089,-1.3,0.0,-1.3,0.2,2024
567,429,Duncan Robinson,SF,29,MIA,66,1872,12.4,.615,.698,.132,0.9,9.7,5.2,15.3,1.2,0.8,11.7,19.0,1.6,1.9,3.5,.089,-0.4,-0.4,-0.8,0.6,2024
568,430,Jerome Robinson,SG,26,GSW,20,73,3.3,.367,.548,.323,1.6,7.7,4.7,8.8,0.0,3.7,5.3,21.7,-0.2,0.0,-0.1,-0.089,-7.2,-2.9,-10.1,-0.1,2024
569,431,Mitchell Robinson,C,25,NYK,25,671,15.9,.545,.000,.464,22.0,19.8,20.9,3.3,2.5,4.2,15.6,10.3,0.8,1.2,2.0,.143,-0.5,0.6,0.0,0.3,2024
